	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	ORDO_ID
1687	132	Butyrylcholinesterase deficiency	Butyrylcholinesterase deficiency	191397007	Butyrylcholinesterase deficiency	
1688	2202	Palmoplantar keratoderma-deafness syndrome	Palmoplantar keratoderma-deafness syndrome	722203001	Palmoplantar keratoderma with deafness syndrome	
1689	65748	Multiple self-healing squamous epithelioma	Multiple self-healing squamous epithelioma	716774008	Familial keratoacanthoma	
1690	275555	Preeclampsia	Preeclampsia	398254007	EPH - Edema, proteinuria and hypertension of pregnancy	
1691	79098	Sympathetic ophthalmia	Sympathetic ophthalmia	75315001	Sympathetic ophthalmia	
1692	225	Maternally-inherited diabetes and deafness	Maternally-inherited diabetes and deafness	237619009	Ballinger-Wallace syndrome	
1693	2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	720401009	Cystic fibrosis with gastritis and megaloblastic anaemia syndrome	
1694	97567	Immunotactoid glomerulopathy	Immunotactoid glomerulopathy	726082003	Immunotactoid glomerulonephritis	
1695	298	Mitochondrial neurogastrointestinal encephalomyopathy	Mitochondrial neurogastrointestinal encephalomyopathy	718214007	Mitochondrial neurogastrointestinal encephalomyopathy syndrome	
1696	1949	Benign familial neonatal epilepsy	Benign familial neonatal epilepsy	230410004	BFNC - Benign familial neonatal convulsions	
1697	286	Vascular Ehlers-Danlos syndrome	Vascular Ehlers-Danlos syndrome	17025000	Ehlers-Danlos syndrome arterial type E-D	
1698	79455	Cutaneous mastocytoma	Cutaneous mastocytoma	397013007	Cutaneous mastocytoma	
1699	573	Monilethrix	Monilethrix	69488000	Beaded hair	
1700	86902	Follicular dendritic cell sarcoma	Follicular dendritic cell sarcoma	128816008	Follicular dendritic cell sarcoma	
1701	56425	Cold agglutinin disease	Cold agglutinin disease	398937006	AIHA - Cold autoimmune haemolytic anaemia	
1702	550	MELAS	MELAS	39925003	Juvenile myopathy, encephalopathy, lactic acidosis AND stroke	
1703	313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	702427005	Adult-onset leukodystrophy with neuroaxonal spheroids	
1704	86879	Extranodal nasal NK/T cell lymphoma	Extranodal nasal NK/T cell lymphoma	58961005	Lethal midline granuloma	
1705	2302	Asbestos intoxication	Asbestos intoxication	22607003	Amianthosis	
1706	64755	Becker nevus syndrome	Becker nevus syndrome	5387003	Becker's naevus	
1707	930	Idiopathic achalasia	Idiopathic achalasia	45564002	Achalasia of cardia	
1708	98810	Paroxysmal non-kinesigenic dyskinesia	Paroxysmal non-kinesigenic dyskinesia	609218006	Familial paroxysmal choreoathetosis	
1709	79325	ALG8-CDG	ALG8-CDG	720977000	ALG8 congenital disorder of glycosylation	
1710	863	Trichinellosis	Trichinellosis	709018004	Infection by larvae of Trichinella	
1711	423	Malignant hyperthermia of anesthesia	Malignant hyperthermia of anesthesia	405501007	MH - Malignant hyperpyrexia	
1712	1871	Progressive cone dystrophy	Progressive cone dystrophy	267613004	Progressive cone dystrophy (without rod involvement)	
1713	364	Glycogen storage disease due to glucose-6-phosphatase deficiency	Glycogen storage disease due to glucose-6-phosphatase deficiency	124437004	Deficiency of glucose-6-phosphatase	
1714	166113	Bazex syndrome	Bazex syndrome	254820002	Bazex syndrome	
1715	59298	Schilder disease	Schilder disease	49692006	Diffuse sclerosis	
1716	886	Usher syndrome	Usher syndrome	73119000	Hallgren's syndrome	
1717	79149	Dermochondrocorneal dystrophy	Dermochondrocorneal dystrophy	254150007	Dermochondrocorneal dystrophy	
1718	300857	T-cell/histiocyte rich large B cell lymphoma	T-cell/histiocyte rich large B cell lymphoma	450959001	Histiocyte-rich large B-cell lymphoma	
1719	90045	Hereditary folate malabsorption	Hereditary folate malabsorption	62578003	Congenital defect of folate absorption	
1720	324636	Autoerythrocyte sensitization syndrome	Autoerythrocyte sensitization syndrome	275446004	Auto-erythrocyte sensitisation syndrome	
1721	79159	Isobutyryl-CoA dehydrogenase deficiency	Isobutyryl-CoA dehydrogenase deficiency	445274004	Deficiency of isobutyryl-CoA dehydrogenase	
1722	34217	Naxos disease	Naxos disease	715535009	Keratoderma with woolly hair type I	
1723	3204	Stormorken-Sjaastad-Langslet syndrome	Stormorken-Sjaastad-Langslet syndrome	711407000	Stormorken syndrome	
1724	3156	Senior-Loken syndrome	Senior-Loken syndrome	236531005	Loken Senior syndrome	
1725	180229	Polyembryoma	Polyembryoma	28325008	Embryonal carcinoma - polyembryonal type	
1726	1658	Absence of fingerprints-congenital milia syndrome	Absence of fingerprints-congenital milia syndrome	239011004	Basan syndrome	
1727	94086	Blue diaper syndrome	Blue diaper syndrome	59531002	Blue diaper syndrome	
1728	2297	Insulin-resistance syndrome type A	Insulin-resistance syndrome type A	237606005	Hereditary benign acanthosis nigricans with insulin resistance	
1729	66662	Extracutaneous mastocytoma	Extracutaneous mastocytoma	63175003	Extracutaneous mastocytoma	
1730	156731	Dyssegmental dysplasia, Rolland-Desbuquois type	Dyssegmental dysplasia, Rolland-Desbuquois type	95243004	Dyssegmental dysplasia - Rolland-Desbuquois type	
1731	2850	Alopecia-intellectual disability syndrome	Alopecia-intellectual disability syndrome	716191002	Alopecia and intellectual disability syndrome	
1732	57	Glycogen storage disease due to aldolase A deficiency	Glycogen storage disease due to aldolase A deficiency	111578003	Aldolase A deficiency	
1733	52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	703544004	IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia	
1734	168601	Congenital enteropathy due to enteropeptidase deficiency	Congenital enteropathy due to enteropeptidase deficiency	124498007	Deficiency of enterokinase	
1735	521	Chronic myeloid leukemia	Chronic myeloid leukemia	92818009	CGL - Chronic granulocytic leukaemia	
1736	178512	Folliculotropic mycosis fungoides	Folliculotropic mycosis fungoides	404109006	Alopecia mucinosa (T cell lymphoma)	
1737	901	Wells syndrome	Wells syndrome	238931006	Eosinophilic cellulitis	
1738	83471	Thymic aplasia	Thymic aplasia	91918005	Agenesis of thymus	
1739	209981	IRIDA syndrome	IRIDA syndrome	722005000	IRIDA (iron-refractory iron deficiency anaemia) syndrome	
1740	1980	Bilateral striopallidodentate calcinosis	Bilateral striopallidodentate calcinosis	110997000	Cerebral symmetric calcification	
1741	314946	Mycobacterium xenopi infection	Mycobacterium xenopi infection	84515001	Infection caused by Mycobacterium xenopi	
1742	79278	Autosomal erythropoietic protoporphyria	Autosomal erythropoietic protoporphyria	51022005	EPP	
1743	646	Niemann-Pick disease type C	Niemann-Pick disease type C	66751000	Niemann-Pick disease type C	
1744	66661	Mast cell sarcoma	Mast cell sarcoma	397010005	Malignant mast cell neoplasm	
1745	101	Dentatorubral pallidoluysian atrophy	Dentatorubral pallidoluysian atrophy	68116008	DRPLA - Dentatorubropallidoluysian atrophy	
1746	199351	Adult-onset dystonia-parkinsonism	Adult-onset dystonia-parkinsonism	720466001	Adult-onset dystonia parkinsonism	
1747	98962	Granular corneal dystrophy type I	Granular corneal dystrophy type I	419039007	Groenouw corneal dystrophy type I	
1748	73423	Acute ackee fruit intoxication	Acute ackee fruit intoxication	49434001	Ackee poisoning	
1749	31837	Pulmonary venoocclusive disease	Pulmonary venoocclusive disease	89420002	Pulmonary veno-occlusive disease	
1750	370109	Ataxia-telangiectasia variant	Ataxia-telangiectasia variant	763065008	Ataxia telangiectasia variant	
1751	314419	Ameloblastoma	Ameloblastoma	20462008	Adamantinoma	
1752	93283	Spondyloepiphyseal dysplasia, Kimberley type	Spondyloepiphyseal dysplasia, Kimberley type	719203001	Spondyloepiphyseal dysplasia Kimberley type	
1753	733	Familial adenomatous polyposis	Familial adenomatous polyposis	72900001	APC - Adenomatous polyposis coli	
1754	582	Mucopolysaccharidosis type 4	Mucopolysaccharidosis type 4	130197005	Deficiency of N-acetylgalactosamine-6-sulfatase	
1755	267	Autosomal recessive limb-girdle muscular dystrophy type 2A	Autosomal recessive limb-girdle muscular dystrophy type 2A	715341003	Autosomal recessive limb girdle muscular dystrophy type 2A	
1756	2023	Undifferentiated pleomorphic sarcoma	Undifferentiated pleomorphic sarcoma	34360000	Fibrous histiocytoma, malignant	
1757	93316	Spondylometaphyseal dysplasia, Schmidt type	Spondylometaphyseal dysplasia, Schmidt type	719304005	Spondylometaphyseal dysplasia Algerian type	
1758	2224	Hypertryptophanemia	Hypertryptophanemia	721838005	Familial hypertryptophanaemia	
1759	90002	Undifferentiated connective tissue syndrome	Undifferentiated connective tissue syndrome	239918008	Undifferentiated connective tissue disease	
1760	86885	Primary cutaneous peripheral T-cell lymphoma not otherwise specified	Primary cutaneous peripheral T-cell lymphoma not otherwise specified	3172003	Mature T-cell lymphoma	
1761	3057	Monoamine oxidase A deficiency	Monoamine oxidase A deficiency	718210003	Brunner syndrome	
1762	139552	Distal hereditary motor neuropathy, Jerash type	Distal hereditary motor neuropathy, Jerash type	763533003	Autosomal recessive distal spinal muscular atrophy type 2	
1763	137754	Neurological conditions associated with aminoacylase 1 deficiency	Neurological conditions associated with aminoacylase 1 deficiency	709282004	Aminoacylase 1 deficiency	
1764	158684	Epidermolysis bullosa simplex with pyloric atresia	Epidermolysis bullosa simplex with pyloric atresia	716701004	Epidermolysis bullosa simplex co-occurrent with pyloric atresia	
1765	90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	124220008	17 alpha-Hydroxylase deficiency	
1766	51208	Formiminoglutamic aciduria	Formiminoglutamic aciduria	59761008	Deficiency of glutamate formiminotransferase	
1767	251582	Gliomatosis cerebri	Gliomatosis cerebri	26138003	Gliomatosis cerebri	
1768	85447	ATTRV30M amyloidosis	ATTRV30M amyloidosis	42295001	AF type amyloidosis	
1769	85138	Addison disease	Addison disease	363732003	Addison disease	
1770	2235	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	733113002	Chang Davidson Carlson syndrome	
1771	75497	X-linked Ehlers-Danlos syndrome	X-linked Ehlers-Danlos syndrome	67202007	Ehlers-Danlos syndrome type V	
1772	75377	Central areolar choroidal dystrophy	Central areolar choroidal dystrophy	231996009	Central areolar choroidal dystrophy	
1773	93964	Blepharospasm-oromandibular dystonia syndrome	Blepharospasm-oromandibular dystonia syndrome	230325003	Blepharospasm - oromandibular dystonia	
1774	213772	Adenocarcinoma of the cervix uteri	Adenocarcinoma of the cervix uteri	254887002	Adenocarcinoma cervix uteri	
1775	79452	Milroy disease	Milroy disease	254199006	Hereditary lymphedema	
1776	2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	733469003	Hereditary congenital hypomelanotic and hypermelanotic cutaneous macules, growth retardation, intellectual disability syndrome	
1777	166038	Metaphyseal chondrodysplasia, Kaitila type	Metaphyseal chondrodysplasia, Kaitila type	770909004	Metaphyseal chondrodysplasia Kaitila type	
1778	892	Von Hippel-Lindau disease	Von Hippel-Lindau disease	46659004	Cerebroretinal angiomatosis	
1779	2619	Brachydactylous dwarfism, Mseleni type	Brachydactylous dwarfism, Mseleni type	715470008	Brachydactylous dwarfism Mseleni type	
1780	2983	Disorder of sex development-intellectual disability syndrome	Disorder of sex development-intellectual disability syndrome	719450007	Disorder of sex development with intellectual disability syndrome	
1781	159	Carnitine-acylcarnitine translocase deficiency	Carnitine-acylcarnitine translocase deficiency	238003000	Carnitine acylcarnitine translocase deficiency	
1782	251370	Sickle cell-hemoglobin D disease syndrome	Sickle cell-hemoglobin D disease syndrome	25472008	Double heterozygous for Hb S + Hb D Punjab	
1783	3063	X-linked intellectual disability, Snyder type	X-linked intellectual disability, Snyder type	702416008	Mental retardation, x-linked, Snyder-Robinson type	
1784	209905	Brain-lung-thyroid syndrome	Brain-lung-thyroid syndrome	719098007	Brain lung thyroid syndrome	
1785	55654	Hypotrichosis simplex	Hypotrichosis simplex	723362004	Hereditary hypotrichosis simplex	
1786	809	Mixed connective tissue disease	Mixed connective tissue disease	398021003	Connective tissue disease overlap syndrome	
1787	365	Glycogen storage disease due to acid maltase deficiency	Glycogen storage disease due to acid maltase deficiency	124454007	Deficiency of acid maltase	
1788	60014	Argyria	Argyria	255636009	Argyria	
1789	86850	Myeloid sarcoma	Myeloid sarcoma	188738007	Granulocytic sarcoma	
1790	179	Birdshot chorioretinopathy	Birdshot chorioretinopathy	231981005	Birdshot chorioretinitis	
1791	63275	Pemphigoid gestationis	Pemphigoid gestationis	86081009	Dermatitis herpetiformis of pregnancy	
1792	3020	Ramsay Hunt syndrome	Ramsay Hunt syndrome	21954000	Geniculate herpes zoster	
1793	100	Ataxia-telangiectasia	Ataxia-telangiectasia	68504005	Ataxia telangiectasia	
1794	79410	Pretibial dystrophic epidermolysis bullosa	Pretibial dystrophic epidermolysis bullosa	67653003	Pretibial dystrophic epidermolysis bullosa	
1795	94122	Cerebellar ataxia, Cayman type	Cerebellar ataxia, Cayman type	717332007	Cayman ataxia	
1796	77292	Niemann-Pick disease type A	Niemann-Pick disease type A	52165006	Classical Niemann-Pick disease	
1797	71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	124122005	Deficiency of 3-hydroxyacyl-CoA dehydrogenase	
1798	97338	Melanoma of soft tissue	Melanoma of soft tissue	271944004	Clear cell sarcoma	
1799	2806	Subacute sclerosing leukoencephalitis	Subacute sclerosing leukoencephalitis	192685000	Dawson's inclusion body encephalitis	
1800	99000	Adult-onset foveomacular vitelliform dystrophy	Adult-onset foveomacular vitelliform dystrophy	232049001	Adult vitelliform macular dystrophy	
1801	32960	Tumor necrosis factor receptor 1 associated periodic syndrome	Tumor necrosis factor receptor 1 associated periodic syndrome	403833009	Familial autosomal dominant periodic fever	
1802	829	Adult-onset Still disease	Adult-onset Still disease	239920006	Adult onset Still disease	
1803	314473	Ovarian fibroma	Ovarian fibroma	254865006	Fibroma of ovary	
1804	2807	Papilloma of choroid plexus	Papilloma of choroid plexus	18021007	Choroid plexus papilloma	
1805	49041	IgG4-related retroperitoneal fibrosis	IgG4-related retroperitoneal fibrosis	49120005	Ormond's disease	
1806	284448	CLIPPERS	CLIPPERS	773688007	CLIPPERS - chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids	
1807	171723	White sponge nevus	White sponge nevus	389203001	Familial white folded mucosal dysplasia	
1808	189	Hidrotic ectodermal dysplasia	Hidrotic ectodermal dysplasia	54209007	Clouston syndrome	
1809	97560	Primary membranous glomerulonephritis	Primary membranous glomerulonephritis	722119002	Idiopathic membranous glomerulonephritis	
1810	811	Shwachman-Diamond syndrome	Shwachman-Diamond syndrome	89454001	Congenital lipomatosis of pancreas	
1811	217382	Neurodegenerative syndrome due to cerebral folate transport deficiency	Neurodegenerative syndrome due to cerebral folate transport deficiency	711403001	Cerebral folate deficiency	
1812	209943	IRVAN syndrome	IRVAN syndrome	783090002	IRVAN (idiopathic retinal vasculitis, aneurysms, neuroretinitis) syndrome	
1813	66529	Tako-Tsubo cardiomyopathy	Tako-Tsubo cardiomyopathy	441541008	Left ventricular ballooning syndrome	
1814	171851	MEDNIK syndrome	MEDNIK syndrome	722035007	Erythrokeratodermia variabilis 3	
1815	2407	LOC syndrome	LOC syndrome	722675000	LOC syndrome	
1816	31205	Rat-bite fever	Rat-bite fever	1685005	Rat bite fever	
1817	2598	Mitochondrial myopathy and sideroblastic anemia	Mitochondrial myopathy and sideroblastic anemia	724138007	Mitochondrial myopathy with sideroblastic anaemia syndrome	
